检索关键词,检索时间,标题,来源机构,报告/资料名,发布时间,URL,内容摘要,快照路径,层(layer),状态,观测批次,同源复用
2025 五一 支付,2026-08-28-R1,银联网联处理支付交易笔数 = 234.39亿笔,银联/网联/中国人民银行,2025年五一假期支付交易数据,2025,https://news.cctv.cn/2025/05/07/ARTIgD8WBsDbrvctmyWlFcFS250507.shtml,央行：2025五一银联网联处理支付交易234.39亿笔、7.64万亿元,snapshots/银联_网联_中国人民银行_银联网联处理支付交易笔数.html,L1,入库L1,R1,否
2025 五一 出入境,2026-08-28-R1,五一出入境人员 = 1089.6万人次,国家移民管理局,2025年五一出入境数据,2025,http://paper.people.com.cn/rmrb/pc/content/202505/07/content_30071649.html,国家移民管理局：2025五一出入境1089.6万人次(+28.7%),snapshots/国家移民管理局_五一出入境人员.html,L1,入库L1,R1,否
2025 五一 河南,2026-08-28-R1,河南接待游客 = 6450.3万人次,河南省文化和旅游厅,河南省2025年五一旅游数据,2025,https://www.henan.gov.cn/2025/05-06/3154940.html,河南文旅厅：2025五一接待游客6450.3万人次(+4.6%)，收入371.1亿元(+4.8%),snapshots/河南省文化和旅游厅_河南接待游客.html,L1,入库L1,R1,否
2025 五一 广东,2026-08-28-R1,广东接待游客 = 4608.2万人次,广东省文化和旅游厅,广东省2025年五一旅游数据,2025,http://gd.people.com.cn/n2/2025/0507/c123932-41219640.html,广东文旅厅：2025五一接待游客4608.2万人次(+18.7%)，收入295.0亿元(+20.3%),snapshots/广东省文化和旅游厅_广东接待游客.html,L1,入库L1,R1,否
2025 五一 四川,2026-08-28-R1,四川接待游客 = 4365.28万人次,四川省文化和旅游厅,四川省2025年五一旅游数据,2025,http://m.toutiao.com/group/7501503832824906294/,四川文旅厅：2025五一接待游客4365.28万人次(+3.75%),snapshots/四川省文化和旅游厅_四川接待游客.html,L1,入库L1,R1,否
2025 五一 北京,2026-08-28-R1,北京接待游客 = 1790.8万人次,北京市文化和旅游局,北京市2025年五一旅游数据,2025,https://news.cctv.cn/2025/05/06/ARTIoMSE1EzqOdUJ8oFPhPXy250506.shtml,北京文旅局：2025五一接待游客1790.8万人次(+5.6%)，总花费209.8亿元(+6.9%),snapshots/北京市文化和旅游局_北京接待游客.html,L1,入库L1,R1,否
2025 五一 上海,2026-08-28-R1,上海接待游客 = 1650.06万人次,上海市文化和旅游局,上海市2025年五一旅游数据,2025,https://pdf.dfcfw.com/pdf/H3_AP202505071668851935_1.pdf?1746626169000.pdf,上海文旅局：2025五一接待游客1650.06万人次(+1.61%)，交易总金额201.1亿元,snapshots/上海市文化和旅游局_上海接待游客.html,L1,入库L1,R1,否
2025 五一 以旧换新 L2,2026-08-28-R1,以旧换新政策持续显效：家电及通讯器材销售旺盛，家居用品及珠宝首饰消费增幅较高,国家税务总局/商务部,,,https://www.gov.cn/yaowen/liebiao/202505/content_7022663.htm,消费品以旧换新带动大宗消费，家电汽车等商品零售增长较快,snapshots/国家税务总局_商务部_以旧换新政策持续显效：家电及通讯.html,L2,入库L2,R1,否
2025 五一 ChinaTravel L2,2026-08-28-R1,'中国游+中国购'火热：离境退税、免签政策助力，入境游订单量+130%,携程/国家移民管理局,,,https://app.xinhuanet.com/news/article.html?articleId=ce07a51a248eb9ed44294411306d9bc1,免签政策持续扩容，入境游增长显著,snapshots/携程_国家移民管理局_'中国游+中国购'火热：离境退税.html,L2,入库L2,R1,否
2025 五一 演出经济 L2,2026-08-28-R1,演出经济拉动文旅：营业性演出3.35万场、票房21.59亿元，演唱会带动旅游效应溢出,中国演出行业协会,,,https://www.cnr.cn/news/20250507/t20250507_527161033.shtml,演出市场持续火热，演出+旅游深度融合,snapshots/中国演出行业协会_演出经济拉动文旅：营业性演出3..html,L2,入库L2,R1,否
2025 五一 携程 入境,2026-08-28-R1,携程入境游订单量增速 = 130%,携程,2025年五一旅行数据报告,2025,https://finance.people.com.cn/n1/2025/0507/c1004-40474273.html,携程：2025五一入境游订单+130%。平台自身口径,snapshots/携程_携程入境游订单量增速.html,L1,入库L1,R1,否
2025 五一 美团 县城,2026-08-28-R1,美团县城高星酒店预订量增速 = 80%,美团,美团2025年五一数据,2025,https://www.gov.cn/yaowen/liebiao/202505/content_7022663.htm,美团：2025五一县城高星酒店预订量+80%。平台自身口径,snapshots/美团_美团县城高星酒店预订量增速.html,L1,入库L1,R1,否
2025 五一 去哪儿 县城,2026-08-28-R1,去哪儿县城酒店预订量增速 = 30%,去哪儿,去哪儿2025年五一数据,2025,https://www.gov.cn/yaowen/liebiao/202505/content_7022663.htm,去哪儿：2025五一县城酒店预订量+30%。平台自身口径,snapshots/去哪儿_去哪儿县城酒店预订量增速.html,L1,入库L1,R1,否
2025 五一 同程 县域,2026-08-28-R1,同程县域目的地热度增速 = 128%,同程旅行,同程2025年五一数据,2025,http://m.hibor.com.cn/wap_detail.aspx?id=ba40d8b3831a12b5b00fd73e8acc5fc4,同程：2025五一县域目的地热度+128%。平台自身口径,snapshots/同程旅行_同程县域目的地热度增速.html,L1,入库L1,R1,否
2025 五一 江苏,2026-08-28-R1,江苏接待游客 = 3533.02万人次,江苏省文化和旅游厅,江苏省2025年五一旅游数据,2025,https://js.ifeng.com/c/8j8EpvoTqsL,江苏文旅厅：2025五一接待游客3533.02万人次(+15%)，消费总额162.72亿元,snapshots/江苏省文化和旅游厅_江苏接待游客.html,L1,入库L1,R1,否
2025 五一 浙江,2026-08-28-R1,浙江接待全域游客 = 3114万人次,浙江省文化和旅游厅,浙江省2025年五一旅游数据,2025,http://big5.cctv.com/gate/big5/news.cctv.com/2025/05/06/ARTIoMSE1EzqOdUJ8oFPhPXy250506.shtml,浙江文旅厅：2025五一接待全域游客3114万人次(+13.7%)，综合收入395.4亿元,snapshots/浙江省文化和旅游厅_浙江接待全域游客.html,L1,入库L1,R1,否
2025 五一 湖南,2026-08-28-R1,湖南接待游客 = 2732.03万人次,湖南省文化和旅游厅,湖南省2025年五一旅游数据,2025,https://www.chinanews.com/cj/2025/05-05/10410857.shtml,湖南文旅厅：2025五一接待游客2732.03万人次(+47.72%)，总花费231.99亿元(+56.6%),snapshots/湖南省文化和旅游厅_湖南接待游客.html,L1,入库L1,R1,否
2025 五一 上海 出租率,2026-08-28-R1,上海宾旅馆客房出租率 = 73%,上海市文化和旅游局,上海市2025年五一旅游数据,2025,https://pdf.dfcfw.com/pdf/H3_AP202505071668851935_1.pdf?1746626169000.pdf,上海文旅局：2025五一宾旅馆客房出租率73%(+6.5pct),snapshots/上海市文化和旅游局_上海宾旅馆客房出租率.html,L1,入库L1,R1,否
2025 五一 辽宁,2026-08-28-R1,辽宁在线旅游预订人次增速 = 45.24%,辽宁省文化和旅游厅,辽宁省2025年五一旅游数据,2025,https://m.ebrun.com/578908.html,辽宁文旅厅：2025五一辽宁在线旅游预订人次+45.24%,snapshots/辽宁省文化和旅游厅_辽宁在线旅游预订人次增速.html,L1,入库L1,R1,否
2025 五一 奔县 L2,2026-08-28-R1,'奔县进村'成新风向：县城高星酒店预订+80%，县域目的地热度+128%，下沉市场出游需求释放充分,美团/同程/去哪儿,,,https://www.gov.cn/yaowen/liebiao/202505/content_7022663.htm,县域乡村旅游走红，带动当地餐饮住宿消费,snapshots/美团_同程_去哪儿_'奔县进村'成新风向：县城高星酒.html,L2,入库L2,R1,否
2025 五一 邮轮 L2,2026-08-28-R1,邮轮游预订量同比飙升120%，长线游目的地（青海、新疆、宁夏）景区门票销售额激增1-2倍,携程,,,https://m.gmw.cn/2025-05/07/content_1304031113.htm,长线游表现亮眼，反向旅游带火乡村游,snapshots/携程_邮轮游预订量同比飙升120%，长.html,L2,入库L2,R1,否
2025 五一 自驾 L2,2026-08-28-R1,自驾游市场量价齐升：人均租车消费+24%，平均租车时长延长至4天，异地自驾订单占比超8成,携程,,,https://finance.people.com.cn/n1/2025/0507/c1004-40474273.html,租车自驾成为假期热门出行方式，自驾游市场火热,snapshots/携程_自驾游市场量价齐升：人均租车消费.html,L2,入库L2,R1,否
2025 五一 票房,2026-08-28-R1,五一档电影票房 = 7.4亿元,国家电影局(央视转引),2025年五一档电影数据,2025,https://news.cctv.cn/2025/05/07/ARTI14pzpGVRjXQ6IQoSVPXp250507.shtml,央视/国家电影局：2025五一档票房超7.4亿元,snapshots/国家电影局(央视转引)_五一档电影票房.html,L1,入库L1,R1,否
2025 五一 广东 收入,2026-08-28-R1,广东五一旅游收入 = 295亿元,广东省文化和旅游厅,广东省2025年五一文旅数据,2025,https://www.nfnews.com/content/voApejWY6R.html,广东省文旅厅：2025五一旅游收入295亿元(+20.3%),snapshots/广东省文化和旅游厅_广东五一旅游收入.html,L1,入库L1,R1,否
2025 五一 四川 消费,2026-08-28-R1,四川五一旅游消费总额 = 235.01亿元,四川省文化和旅游厅,四川省2025年五一文旅数据,2025,http://m.chinanews.com/wap/detail/chs/zw/10411004.shtml,四川省文旅厅：2025五一旅游消费总额235.01亿元(+11.13%),未存-HTTPError,L1,入库L1-快照未存,R1,否
2025 五一 湖南 花费,2026-08-28-R1,湖南五一游客总花费 = 231.99亿元,湖南省文化和旅游厅,湖南省2025年五一文旅数据,2025,https://whhlyt.hunan.gov.cn/whhlyt/news/mtjj/202505/t20250506_33662949.html,湖南省文旅厅：2025五一游客总花费231.99亿元(+56.6%),未存-URLError,L1,入库L1-快照未存,R1,否
2025 五一 长沙,2026-08-28-R1,长沙五一接待游客 = 811.07万人次,长沙市文化旅游广电局,长沙市2025年五一文旅数据,2025,https://www.hn.chinanews.com.cn/news/zfqy/2025/0506/509335.html,长沙市文旅广电局：2025五一接待游客811.07万人次(+31.35%),snapshots/长沙市文化旅游广电局_长沙五一接待游客.html,L1,入库L1,R1,否
2025 五一 长沙 花费,2026-08-28-R1,长沙五一游客总花费 = 67.78亿元,长沙市文化旅游广电局,长沙市2025年五一文旅数据,2025,https://www.hn.chinanews.com.cn/news/zfqy/2025/0506/509335.html,长沙市文旅广电局：2025五一游客总花费67.78亿元(+22.39%),snapshots/长沙市文化旅游广电局_长沙五一游客总花费.html,L1,入库L1,R1,否
2025 五一 广东 票房,2026-08-28-R1,广东五一档电影票房 = 1.49亿元,广东省电影局(转引南方网),2025年五一档广东电影数据,2025,https://news.southcn.com/node_54a44f01a2/0a5d1a6def.shtml,广东省电影局：2025五一档票房超1.49亿元全国唯一破亿,snapshots/广东省电影局(转引南方网_广东五一档电影票房.html,L1,入库L1,R1,否
2025 五一 湖南 省外,2026-08-28-R1,湖南五一省外游客人数 = 568.49万人次,湖南省文化和旅游厅,湖南省2025年五一文旅数据,2025,https://whhlyt.hunan.gov.cn/whhlyt/news/mtjj/202505/t20250506_33662949.html,湖南省文旅厅：2025五一省外游客568.49万人次,未存-URLError,L1,入库L1-快照未存,R1,否
2025 五一 广东 景区,2026-08-28-R1,广东4A级及以上景区五一接待游客 = 1629.9万人次,广东省文化和旅游厅,广东省2025年五一文旅数据,2025,http://m.toutiao.com/group/7500949043044942386/,广东省文旅厅：2025五一4A级以上景区接待1629.9万人次,snapshots/广东省文化和旅游厅_广东4A级及以上景区五一接待游客.html,L1,入库L1,R1,否
2025 五一 北京 花费,2026-08-28-R1,北京五一旅游总花费 = 209.8亿元,北京市文化和旅游局,北京市2025年五一文旅数据,2025,https://big5.cctv.com/gate/big5/news.cctv.com/2025/05/05/ARTI7TpQbv0sXT92qvnWL2gP250505.shtml,北京市文旅局：2025五一旅游总花费209.8亿元(+6.9%),snapshots/北京市文化和旅游局_北京五一旅游总花费.html,L1,入库L1,R1,否
2025 五一 江苏 演出,2026-08-28-R1,江苏五一营业性演出票房收入 = 1.9亿元,江苏省文化和旅游厅(大麦网),江苏省2025年五一文旅数据,2025,http://www.jiangsu.gov.cn/art/2025/5/7/art_60085_11559189.html,江苏省文旅厅：2025五一营业性演出票房1.9亿元,snapshots/江苏省文化和旅游厅(大麦_江苏五一营业性演出票房收入.html,L1,入库L1,R1,否
2025 五一 南京,2026-08-28-R1,南京五一接待游客 = 1219万人次,南京市文化和旅游局,南京市2025年五一文旅数据,2025,http://www.jiangsu.gov.cn/art/2025/5/6/art_91317_11561313.html,南京市文旅局：2025五一接待游客1219万人次(+12.6%),snapshots/南京市文化和旅游局_南京五一接待游客.html,L1,入库L1,R1,否
2025 五一 南京 收入,2026-08-28-R1,南京五一旅游总收入 = 153亿元,南京市文化和旅游局,南京市2025年五一文旅数据,2025,http://www.jiangsu.gov.cn/art/2025/5/6/art_91317_11561313.html,南京市文旅局：2025五一旅游总收入153亿元(+18%),snapshots/南京市文化和旅游局_南京五一旅游总收入.html,L1,入库L1,R1,否
2025五一 酒店 入住率,R2,全国酒店五一整体入住率 = 64.93%,酒店行业监测(钛媒体转引),2025年5月中国酒店业发展报告,2025-05,http://m.toutiao.com/group/7512695774140989971/,2025年五一假期全国酒店行业整体入住率达64.93%，较2024年的64.2%小幅提升；RevPAR为184元，比去年的171.1元增加12.9元,snapshots/钛媒体_2025年5月中国酒店业报告.html,L1,入库L1,R2,否
2025五一 华住 接待人次,R2,华住集团五一接待人次 = 630万人次,华住集团,2025年五一假期经营数据,2025-05,http://m.toutiao.com/group/7501638640922214963/,华住旗下酒店五一假期总接待人次近630万，是去年同期的1.3倍，酒店整体入住率超84%,snapshots/21世纪经济报道_酒店业五一成绩单.html,L1,入库L1,R2,否
2025五一 尚美 RevPAR,R2,尚美数智五一RevPAR增速 = 15.1%,尚美数智,2025年五一假期经营数据,2025-05,https://finance.sina.com.cn/wm/2025-05-07/doc-inevtcee6560698.shtml,尚美数智酒店集团旗下酒店整体RevPAR同比提升15.1%，累计满房数量达到6011次同比增长21.9%，入住率同比增长7.2%,snapshots/新浪财经_尚美数智五一数据.html,L1,入库L1,R2,否
2025五一 安徽 A级景区,R2,安徽省A级景区接待游客 = 1686.6万人次,安徽省文化和旅游厅,2025年五一假期安徽省文旅市场数据,2025-05,https://www.cnr.cn/ah/ygtah/20250506/t20250506_527160268.shtml,安徽全省A级旅游景区接待游客1686.6万人次，门票收入2.4亿元。其中5A级景区接待208.7万人次同比增长15%，门票收入1.1亿元同比增长16.4%,snapshots/央广网_五一安徽接待游客创新高.html,L1,入库L1,R2,否
2025五一 四川 A级景区,R2,四川省A级景区接待游客 = 3079.19万人次,四川省文化和旅游厅,2025年五一假期四川省文旅市场数据,2025-05,http://m.toutiao.com/group/7501189322377282063/,四川全省905家A级景区接待游客3079.19万人次，门票收入突破3.3亿元，三星堆九寨沟等5A级景区日均接待量创新高,snapshots/环球网_四川五一旅游市场火爆.html,L1,入库L1,R2,否
2025五一 河南 景区 TOP,R2,河南省五一景区接待TOP1 = 55.78万人次,河南省文化和旅游厅,2025年五一假期河南省文旅市场数据,2025-05,https://www.henan.gov.cn/2025/05-07/3155358.html,河南五一接待游客数量前五位景区分别是清明上河园55.78万人次、银基国际旅游度假区54万人次、万岁山武侠城49.3万人次、云台山39.57万人次、龙门石窟31.83万人次,snapshots/河南省政府_五一河南接待游客6450万人次.html,L1,入库L1,R2,是-共2条
2025五一 人均花费 派生,R2,五一人均出游花费 = 574.1元/人次,推算(文旅部总量),基于文旅部五一数据的派生测算,2025-05,http://m.toutiao.com/group/7501486773520892455/,五一假期5天全国国内出游3.14亿人次，总花费1802.69亿元，人均约574.1元,snapshots/环球网_五一假期消费热力十足.html,L1,入库L1,R2,否
2025五一 洛阳 客单价,R2,洛阳五一客单价 = 900元,洛阳市文化广电和旅游局(转引),2025年五一假期洛阳文旅数据,2025-05,http://m.toutiao.com/group/7676668949924168226/,今年五一假期洛阳接待游客778.26万人次，旅游总收入71.15亿元，客单价首次突破900元,snapshots/金台资讯_河南洛阳把文脉融入产业.html,L1,入库L1,R2,否
2025五一 银联 网联 支付交易,R2,五一银联网联支付交易笔数 = 234.39亿笔,中国人民银行,2025年五一假期支付交易数据,2025-05,http://china.chinadaily.com.cn/a/202505/07/WS681b1551a310205377031fe8.html,2025年五一假期银联、网联共处理支付交易234.39亿笔、金额7.64万亿元，较去年分别增长20.49%、3.21%,snapshots/中国日报网_五一假期消费热力十足.html,L1,入库L1,R2,否
2025五一 境外来华 支付交易,R2,五一境外来华人员支付交易笔数增速 = 244.86%,中国人民银行,2025年五一假期支付交易数据,2025-05,https://www.stcn.com/article/detail/1767511.html,银联、网联处理境外来华人员支付交易笔数、金额较去年同期分别增长244.86%、128.04%,snapshots/证券时报_多举措提升支付便利入境游客.html,L1,入库L1,R2,否
2025五一 商务部 重点零售餐饮,R2,五一重点零售餐饮企业销售额增速 = 6.3%,商务部,2025年五一假期消费市场情况,2025-05,https://www.gov.cn/lianbo/bumen/202505/content_7022453.htm,2025年五一假期全国重点零售和餐饮企业销售额同比增长6.3%，全国消费市场繁荣活跃,snapshots/中国政府网_五一重点零售餐饮增6.3.html,L1,入库L1,R2,否
2025五一 家电 以旧换新 消费,R2,五一家用电器和音像器材销售收入增速 = 167.5%,国家税务总局,2025年五一假期增值税发票数据,2025-05,https://paper.people.com.cn/rmrb/pc/attachement/202505/07/fba3214f-30d8-48c4-834b-028c109c85ff.pdf,家用电器和音像器材销售收入同比增长167.5%，通讯器材销售收入同比增长118%，全国消费相关行业销售收入同比增长15.2%,snapshots/人民日报_五一假期消费热力十足.pdf,L1,入库L1,R2,否
2025五一 河南 接待游客,R2,河南省五一接待游客人次 = 6450.3万人次,河南省文化和旅游厅,2025年五一假期河南省文旅市场数据,2025-05,https://www.henan.gov.cn/2025/05-07/3155358.html,河南五一假期接待游客6450.3万人次，旅游收入371.1亿元，其中省外游客2231.8万人次较去年同期增长21.42%,snapshots/河南省政府_五一河南接待游客6450万人次.html,L1,入库L1,R2,是-共2条
2025五一 出入境 边检,R2,五一边检保障出入境人次 = 1089.6万人次,国家移民管理局,2025年五一假期出入境数据,2025-05,https://www.gov.cn/lianbo/bumen/202505/content_7022531.htm,五一假期全国边检机关共保障1089.6万人次中外人员出入境，日均217.9万人次，较去年增长28.7%，单日最高峰5月3日达229.7万人次,snapshots/中国政府网_五一假期1089.6万人次出入境.html,L1,入库L1,R2,否
2025五一 沉浸式 新中式游,R2,五一假期沉浸式旅游成为新热点，新中式游（体验非遗、国潮服饰造型、古村古镇）越来越受欢迎，鹳雀楼沉浸式国风剧本游5天吸引6.6万人次，景区门票同比增长57.69%,中国经济网/鹳雀楼景区,,,http://www.ce.cn/xwzx/gnsz/gdxw/202505/08/t20250508_39356197.shtml,鹳雀楼景区诗启盛唐沉浸式国风剧本游5天吸引游客6.6万人次参与，景区门票同比增长57.69%,snapshots/中国经济网_五一青年消费热潮观察.html,L2,入库L2,R2,否
2025五一 即时零售 新业态,R2,五一假期即时零售等新业态保持较快增长，京东七鲜超市整体订单量同比增长近110%，露营地即时配送食材炉具成为新消费场景,京东(中国政府网转引),,,https://www.gov.cn/yaowen/liebiao/202505/content_7022663.htm,京东数据显示五一假期京东七鲜超市整体订单量同比增长近110%，即时零售将食材炉具送至露营地节省准备时间,snapshots/中国政府网_五一假期消费热力十足.html,L2,入库L2,R2,否
2025五一 县域游 沉浸式,R2,五一假期长线游、县域游、主题游持续升温，飞猪数据显示新疆北屯、西藏昌都等偏远目的地热度攀升，浙江绍兴沉浸式光影水上游、湖南益阳清溪村文学+演绎等新玩法吸引大量游客,文旅部/飞猪(中国政府网转引),,,https://www.gov.cn/lianbo/bumen/202505/content_7022409.htm,沉浸式旅游成为五一假期新热点，绍兴醉游长歌寻梦水上沉浸式光影游吸引大量游客，部分时段预约紧张,snapshots/中国政府网_长线游县域游主题游持续升温.html,L2,入库L2,R2,否
2025五一 福建 接待游客,R3,福建接待游客 = 3098.68万人次,福建省文化和旅游厅(第三方测算),2025五一福建文旅数据,2025-05-06,http://www.fj.xinhuanet.com/20250506/80bba7fd727c4dbb9d45d8ebe70853c2/c.html,全省累计接待游客3098.68万人次，同比增长14.1%；游客旅游总花费246.56亿元，同比增长15.2%,snapshots/福建省文化和旅游厅(第三方测算)_福建接待游客.html,L1,入库L1,R3,否
2025五一 福建 旅游收入,R3,福建旅游总花费 = 246.56亿元,福建省文化和旅游厅(第三方测算),2025五一福建文旅数据,2025-05-06,https://www.fujian.gov.cn/zwgk/ztzl/sxzygwzxsgzx/zx/202505/t20250506_6908190.htm,游客旅游总花费246.56亿元，比去年同期增长15.2%,snapshots/福建省文化和旅游厅(第三方测算)_福建旅游总花费.html,L1,入库L1,R3,否
2025五一 山东 景区,R3,山东200家重点景区接待游客 = 2561.6万人次,山东省文化和旅游厅,2025五一山东重点景区数据,2025-05-07,http://www.shandong.gov.cn/art/2025/5/7/art_97564_672568.html,全省重点监测的200家旅游景区接待游客2561.6万人次，同比增长8.2%；营业收入12.5亿元，同比增长8.3%,snapshots/山东省文化和旅游厅_山东200家重点景区接待游客.html,L1,入库L1,R3,否
2025五一 山东 景区收入,R3,山东200家重点景区营业收入 = 12.5亿元,山东省文化和旅游厅,2025五一山东重点景区数据,2025-05-07,http://www.shandong.gov.cn/art/2025/5/7/art_97564_672568.html,营业收入12.5亿元，同比增长8.3%,snapshots/山东省文化和旅游厅_山东200家重点景区营业收入.html,L1,入库L1,R3,否
2025五一 陕西 景区,R3,陕西51个重点景区接待游客 = 574.69万人次,陕西省文化和旅游厅,2025五一陕西重点景区数据,2025-05-06,https://whhlyt.shaanxi.gov.cn/sy/wlyw/202505/t20250506_3513623.html,全省重点监测的51个重点旅游景区共接待游客574.69万人次，同比增长10.08%，旅游经营收入38...,snapshots/陕西省文化和旅游厅_陕西51个重点景区接待游客.html,L1,入库L1,R3,否
2025五一 湖北 A级景区,R3,湖北A级景区接待游客 = 1781.33万人次,湖北省文化和旅游厅,2025五一湖北A级景区数据,2025-05-06,https://wlt.hubei.gov.cn/bmdt/mtjj/202505/t20250506_5641000.shtml,全省国家A级旅游景区共接待游客1781.33万人次，较2024年同比增长24.61%；星级饭店平均出租率75.46%,snapshots/湖北省文化和旅游厅_湖北A级景区接待游客.html,L1,入库L1,R3,否
2025五一 湖北 酒店 出租率,R3,湖北星级饭店平均出租率 = 75.46%,湖北省文化和旅游厅,2025五一湖北星级饭店数据,2025-05-06,https://www.mct.gov.cn/wlbphone/wlbydd/xxfb/qglb/qg/202505/t20250506_959802.html,星级饭店平均出租率75.46%，较2024年同比增长7.12个百分点,snapshots/湖北省文化和旅游厅_湖北星级饭店平均出租率.html,L1,入库L1,R3,否
2025五一 河南 旅游收入,R3,河南五一旅游收入 = 371.1亿元,河南省文化和旅游厅,2025五一河南文旅数据,2025-05-07,https://www.henan.gov.cn/2025/05-07/3155358.html,全省接待游客6450.3万人次，旅游收入371.1亿元，同比分别增长4.6%、4.8%,snapshots/河南省文化和旅游厅_河南五一旅游收入.html,L1,入库L1,R3,否
2025五一 云南 接待游客,R3,云南接待游客 = 3445.59万人次,云南省文化和旅游厅,2025五一云南文旅数据,2025-05-07,https://new.qq.com/rain/a/20250507A0221D00,全省接待游客3445.59万人次，同比增长16.3%；实现旅游花费442.99亿元，同比增长16.7%；207家AAAA级以上景区接待游客863.41万人次,snapshots/云南省文化和旅游厅_云南接待游客.html,L1,入库L1,R3,否
2025五一 云南 旅游收入,R3,云南旅游花费 = 442.99亿元,云南省文化和旅游厅,2025五一云南文旅数据,2025-05-07,https://new.qq.com/rain/a/20250507A0221D00,实现旅游花费442.99亿元，同比增长16.7%；入滇省外游客1696.27万人次，同比增长17.1%,snapshots/云南省文化和旅游厅_云南旅游花费.html,L1,入库L1,R3,否
2025五一 云南 4A景区,R3,云南4A级以上景区接待游客 = 863.41万人次,云南省文化和旅游厅,2025五一云南4A以上景区数据,2025-05-07,https://new.qq.com/rain/a/20250507A0221D00,207家AAAA级以上景区接待游客863.41万人次，同比增长16.04%,snapshots/云南省文化和旅游厅_云南4A级以上景区接待游客.html,L1,入库L1,R3,否
2025五一 重庆 接待游客,R3,重庆接待国内游客 = 1858.31万人次,重庆市文化和旅游发展委员会,2025五一重庆文旅数据,2025-05-06,https://admin.cq.gov.cn/ywdt/jrcq/202505/t20250506_14578531.html,全市共接待国内游客1858.31万人次，同比增长10.4%；游客花费151.71亿元，同比增长16.3%,snapshots/重庆市文化和旅游发展委员会_重庆接待国内游客.html,L1,入库L1,R3,否
2025五一 重庆 旅游收入,R3,重庆游客花费 = 151.71亿元,重庆市文化和旅游发展委员会,2025五一重庆文旅数据,2025-05-06,http://m.toutiao.com/group/7500959900210610697/,游客花费151.71亿元，同比增长16.3%,snapshots/重庆市文化和旅游发展委员会_重庆游客花费.html,L1,入库L1,R3,否
