检索关键词,检索时间,标题,来源机构,报告/资料名,发布时间,URL,内容摘要,快照路径,层(layer),状态,观测批次,同源复用
2026 春节 广东,2026-08-28-R1,广东春节接待游客 = 8658.9万人次,广东省文化和旅游厅,广东省2026年春节文旅数据,2026,https://news.southcn.com/node_54a44f01a2/48377b8606.shtml,广东文旅厅：2026春节接待游客8658.9万人次(+8.1%),snapshots/广东省文化和旅游厅_广东春节接待游客.html,L1,入库L1,R1,否
2026 春节 广东收入,2026-08-28-R1,广东春节旅游收入 = 848.9亿元,广东省文化和旅游厅,广东省2026年春节文旅数据,2026,http://www.ctnews.com.cn/dongtai/m/content/2026-02/24/content_184334.html,广东文旅厅：2026春节广东旅游收入848.9亿元(+13.9%),snapshots/广东省文化和旅游厅_广东春节旅游收入.html,L1,入库L1,R1,否
2026 春节 江苏,2026-08-28-R1,江苏春节接待游客 = 7581.12万人次,江苏省文化和旅游厅,江苏省2026年春节文旅数据,2026,http://wlt.jiangsu.gov.cn/art/2026/2/24/art_698_11731782.html,江苏文旅厅：2026春节接待游客7581.12万人次(+10.1%),未存-HTTPError,L1,入库L1-快照未存,R1,否
2026 春节 四川,2026-08-28-R1,四川春节接待游客 = 5860.97万人次,四川省文化和旅游厅,四川省2026年春节文旅数据,2026,https://www.hubpd.com/hubpd/rss/sohu/index.html?contentId=4323455642280458635,四川文旅厅：2026春节接待游客5860.97万人次,snapshots/四川省文化和旅游厅_四川春节接待游客.html,L1,入库L1,R1,否
2026 春节 上海,2026-08-28-R1,上海春节接待游客 = 2167.21万人次,上海市文化和旅游局,上海市2026年春节文旅数据,2026,https://news.cctv.cn/2026/02/24/ARTIIoP2WL0p3AY23k3NNYSl260224.shtml,上海文旅局：2026春节接待游客2167.21万人次(+8.36%),snapshots/上海市文化和旅游局_上海春节接待游客.html,L1,入库L1,R1,否
2026 春节 南京,2026-08-28-R1,南京春节接待游客 = 2068.2万人次,南京市文化和旅游局,南京市2026年春节文旅数据,2026,https://m.chinanews.com.cn/wap/detail/chs/zw/10575930.shtml,南京文旅局：2026春节接待游客2068.2万人次(+12.4%),snapshots/南京市文化和旅游局_南京春节接待游客.html,L1,入库L1,R1,否
2026 春节 成都,2026-08-28-R1,成都春节接待游客 = 2378.2万人次,成都市文化广电旅游局,成都市2026年春节文旅数据,2026,http://sc.people.com.cn/n2/2026/0224/c345167-41507661.html,成都文广旅游局：2026春节接待游客2378.2万人次(+5.9%),snapshots/成都市文化广电旅游局_成都春节接待游客.html,L1,入库L1,R1,否
2026 春节 飞猪,2026-08-28-R1,飞猪春节门票订单量增速 = 80%,飞猪,飞猪2026春节数据,2026,https://news.cctv.cn/2026/02/25/ARTI3VQtJDUY8kOJYU4snK4O260225.shtml,飞猪：2026春节门票订单量+80%、酒店间夜量+75%。平台自身口径,snapshots/飞猪_飞猪春节门票订单量增速.html,L1,入库L1,R1,否
2026 春节 飞猪 酒店,2026-08-28-R1,飞猪春节酒店间夜量增速 = 75%,飞猪,飞猪2026春节数据,2026,https://news.cctv.cn/2026/02/25/ARTI3VQtJDUY8kOJYU4snK4O260225.shtml,飞猪：2026春节酒店间夜量+75%。平台自身口径,snapshots/飞猪_飞猪春节酒店间夜量增速.html,L1,入库L1,R1,否
2026 春节 反向过年 L2,2026-08-28-R1,'反向过年''县城游火热'成新趋势：子女接父母到城市团聚、县城游持续升温，春节消费呈新特征,36氪/商务部,,,https://m.36kr.com/p/3698099510750853,弹性休闲、分段式过年、反向过年成为2026春运新趋势,snapshots/36氪_商务部_'反向过年''县城游火热'成新趋.html,L2,入库L2,R1,否
2026 春节 冰雪 L2,2026-08-28-R1,冰雪经济带动相关省份旅游服务快速增长，春节冰雪游持续走热,国家税务总局,,,http://jingji.cctv.com/2026/02/24/ARTIPtc2WLvbKBYlsbGxse72260224.shtml,冰雪经济+文旅融合带动消费增长,snapshots/国家税务总局_冰雪经济带动相关省份旅游服务快速.html,L2,入库L2,R1,否
2026 春节 科技年味 L2,2026-08-28-R1,'科技范'点亮传统年味：智能化绿色化消费特征明显，兼具烟火气、文化味和科技感的文化空间和消费场景最受欢迎,中国经济网/中国旅游研究院,,,http://www.ce.cn/xwzx/gnsz/gdxw/202602/t20260228_2793305.shtml,广东文旅消费对全行业贡献度超七成，从旅游大省迈向旅游强省,snapshots/中国经济网_中国旅游研究_'科技范'点亮传统年味：智能化绿.html,L2,入库L2,R1,否
2026 春节 河南,2026-08-28-R1,河南春节接待国内游客 = 6281万人次,河南省文化和旅游厅,河南省2026年春节文旅数据,2026,https://hct.henan.gov.cn/2026/02-23/3327476.html,河南文旅厅：2026春节接待游客6281万人次(+9.1%),snapshots/河南省文化和旅游厅_河南春节接待国内游客.html,L1,入库L1,R1,否
2026 春节 湖北,2026-08-28-R1,湖北春节接待游客 = 6008.96万人次,湖北省文化和旅游厅,湖北省2026年春节文旅数据,2026,http://wlt.hubei.gov.cn/bmdt/dtyw/202602/t20260226_5880957.shtml,湖北文旅厅：2026春节接待游客6008.96万人次(+10.41%),snapshots/湖北省文化和旅游厅_湖北春节接待游客.html,L1,入库L1,R1,否
2026 春节 浙江,2026-08-28-R1,浙江春节接待全域游客 = 4604.3万人次,浙江省文化广电和旅游厅,浙江省2026年春节文旅数据,2026,http://zj.people.com.cn/n2/2026/0225/c186327-41508165.html,浙江文广旅厅：2026春节接待游客4604.3万人次(+24.7%),snapshots/浙江省文化广电和旅游厅_浙江春节接待全域游客.html,L1,入库L1,R1,否
2026 春节 携程 入境,2026-08-28-R1,携程总体境外游客入境机票订单增速 = 21.29%,携程,携程2026春节数据,2026,http://paper.people.com.cn/zgcsb/pc/content/202603/02/content_30143049.html,携程：2026春节境外游客入境机票日均订单+21.29%。平台自身口径,snapshots/携程_携程总体境外游客入境机票订单增速.html,L1,入库L1,R1,否
2026 春节 飞猪 出境,2026-08-28-R1,飞猪出境游订单量增速 = 30%,飞猪,飞猪2026春节数据,2026,https://finance.cctv.com/2026/02/24/ARTIUFiiWySbdA8thUzu2nVv260224.shtml,飞猪：2026春节出境游订单量+30%以上。平台自身口径,snapshots/飞猪_飞猪出境游订单量增速.html,L1,入库L1,R1,否
2026 春节 中金,2026-08-28-R1,携程跨双目的地过年游客占比变化 = 19个百分点,中金公司,中金2026春节数据点评,2026,http://news.qq.com/rain/a/20260224A01WWC00,中金：2026春节跨双目的地过年游客占比+19pct(引携程),snapshots/中金公司_携程跨双目的地过年游客占比变化.html,L1,入库L1,R1,否
2026 春节 入境 研究院,2026-08-28-R1,春节入境游客(研究院监测) = 428.1万人次,中国旅游研究院,中国旅游研究院2026春节特别评论,2026,https://news.cctv.cn/2026/02/25/ARTI3VQtJDUY8kOJYU4snK4O260225.shtml,中国旅游研究院：2026春节入境游客428.1万人次,snapshots/中国旅游研究院_春节入境游客(研究院监测).html,L1,入库L1,R1,否
2026 春节 境外支付,2026-08-28-R1,春节银联网联境外来华人员支付交易增速 = 78.1%,银联/网联/中国人民银行,2026年春节支付清算数据,2026,http://www.chinanews.com.cn/cj/2026/02-27/10577634.shtml,央行：2026春节境外来华人员支付交易笔数+78.10%,snapshots/银联_网联_中国人民银行_春节银联网联境外来华人员支付交易.html,L1,入库L1,R1,否
2026 春节 非遗 L2,2026-08-28-R1,非遗、民俗类消费激增：非遗团购消费增764%，AI订单暴涨8倍，'年味'成今春消费关键词,央视网,,,https://finance.cctv.com/2026/02/24/ARTIUFiiWySbdA8thUzu2nVv260224.shtml,反向团圆成主流，非遗与科技元素融合激活春节消费,snapshots/央视网_非遗、民俗类消费激增：非遗团购消.html,L2,入库L2,R1,否
2026 春节 马年 L2,2026-08-28-R1,马年春节文旅特色：属'马'游客免票福利等主题营销，骏骥踏春潮文旅兴中原,河南省文化和旅游厅,,,https://hct.henan.gov.cn/2026/02-23/3327476.html,依托中原文化根脉，融合非遗民俗、文博研学与马年元素,snapshots/河南省文化和旅游厅_马年春节文旅特色：属'马'游客免.html,L2,入库L2,R1,否
2026 春节 途牛,2026-08-28-R1,途牛非遗民俗入境游需求 = 激增定性,途牛,途牛2026春节数据,2026,http://paper.people.com.cn/zgcsb/pc/content/202603/02/content_30143049.html,途牛：2026春节非遗民俗类入境游需求激增。平台自身口径,snapshots/途牛_途牛非遗民俗入境游需求.html,L1,入库L1,R1,否
2026 春节 去哪儿,2026-08-28-R1,去哪儿非中国护照预订游客覆盖城市 = 107个,去哪儿,去哪儿2026春节数据,2026,http://paper.people.com.cn/zgcsb/pc/content/202603/02/content_30143049.html,去哪儿/飞猪：2026春节外国游客覆盖107个城市。平台自身口径,snapshots/去哪儿_去哪儿非中国护照预订游客覆盖城市.html,L1,入库L1,R1,否
2026 春节 江苏 花费,2026-08-28-R1,江苏春节游客总花费 = 609.63亿元,江苏省文化和旅游厅,江苏省2026年春节文旅数据,2026,https://local.cctv.com/2026/02/25/ARTIzb4huYjakXzKcXpU2YFf260225.shtml,江苏省文旅厅：2026春节游客总花费609.63亿元(+10.5%),snapshots/江苏省文化和旅游厅_江苏春节游客总花费.html,L1,入库L1,R1,否
2026 春节 浙江 收入,2026-08-28-R1,浙江春节全域旅游综合收入 = 679.5亿元,浙江省文化广电和旅游厅,浙江省2026年春节文旅数据,2026,https://news.cri.cn/2026-02-25/06162151-7a3c-4d1d-b9f6-3594ee25f172.html,浙江省文旅厅：2026春节全域旅游综合收入679.5亿元(+26.5%),snapshots/浙江省文化广电和旅游厅_浙江春节全域旅游综合收入.html,L1,入库L1,R1,否
2026 春节 云南 花费,2026-08-28-R1,云南春节旅游花费 = 708.98亿元,云南省文化和旅游厅,云南省2026年春节文旅数据,2026,http://www.ce.cn/xwzx/gnsz/gdxw/202602/t20260228_2793305.shtml,云南省文旅厅：2026春节旅游花费708.98亿元,snapshots/云南省文化和旅游厅_云南春节旅游花费.html,L1,入库L1,R1,否
2026 春节 河南 收入,2026-08-28-R1,河南春节旅游收入 = 376.3亿元,河南省文化和旅游厅,河南省2026年春节文旅数据,2026,http://big5.cctv.com/gate/big5/news.cctv.com/2026/02/24/ARTISRsSTjXpPNjo50FXe3Sy260224.shtml,河南省文旅厅：2026春节旅游收入376.3亿元,snapshots/河南省文化和旅游厅_河南春节旅游收入.html,L1,入库L1,R1,否
2026 春节 浙江 人均,2026-08-28-R1,浙江春节游客人均花费 = 1475.8元/人次,浙江省文化广电和旅游厅,浙江省2026年春节文旅数据,2026,https://m.gmw.cn/2026-02/25/content_1304354484.htm,浙江省文旅厅：2026春节人均花费1475.8元创同期新高,snapshots/浙江省文化广电和旅游厅_浙江春节游客人均花费.html,L1,入库L1,R1,否
2026 春节 苏州 收入,2026-08-28-R1,苏州春节旅游总收入 = 183.8亿元,苏州市文化广电和旅游局,苏州市2026年春节文旅数据,2026,http://www.chinanews.com.cn/cj/2026/02-24/10575838.shtml,苏州市文广旅局：2026春节旅游总收入183.8亿元(+12.8%),snapshots/苏州市文化广电和旅游局_苏州春节旅游总收入.html,L1,入库L1,R1,否
2026 春节 上海 消费,2026-08-28-R1,上海春节旅游消费交易总金额 = 256.14亿元,上海市文化和旅游局,上海市2026年春节文旅数据,2026,https://news.cctv.cn/2026/02/24/ARTIIoP2WL0p3AY23k3NNYSl260224.shtml,上海市文旅局：2026春节旅游消费交易总金额256.14亿元(+20.9%),snapshots/上海市文化和旅游局_上海春节旅游消费交易总金额.html,L1,入库L1,R1,否
2026 春节 上海 出租率,2026-08-28-R1,上海春节宾馆平均客房出租率 = 50.6%,上海市文化和旅游局,上海市2026年春节文旅数据,2026,https://news.cctv.cn/2026/02/24/ARTIIoP2WL0p3AY23k3NNYSl260224.shtml,上海市文旅局：2026春节宾馆平均客房出租率50.6%,snapshots/上海市文化和旅游局_上海春节宾馆平均客房出租率.html,L1,入库L1,R1,否
2026 春节 陕西,2026-08-28-R1,陕西春节接待游客 = 6776.67万人次,陕西省文化和旅游厅,陕西省2026年春节文旅数据,2026,http://www.ce.cn/xwzx/gnsz/gdxw/202602/t20260228_2793305.shtml,陕西省文旅厅：2026春节接待游客6776.67万人次,snapshots/陕西省文化和旅游厅_陕西春节接待游客.html,L1,入库L1,R1,否
2026 春节 湖南,2026-08-28-R1,湖南春节接待游客 = 5842.33万人次,湖南省文化和旅游厅,湖南省2026年春节文旅数据,2026,https://m.cyol.com/gb/articles/2026-02/26/content_zx7o5ecYZo.html,湖南省文旅厅：2026春节接待游客5842.33万人次,snapshots/湖南省文化和旅游厅_湖南春节接待游客.html,L1,入库L1,R1,否
2026 春节 出入境 内地,2026-08-28-R1,春节内地居民出入境人次 = 951.4万人次,国家移民管理局,2026年春节出入境数据,2026,https://news.cctv.cn/2026/02/24/ARTIQP9DHizJ9mFL20B1JO6s260224.shtml,国家移民管理局：2026春节内地居民出入境951.4万人次,snapshots/国家移民管理局_春节内地居民出入境人次.html,L1,入库L1,R1,否
2026 春节 外国人,2026-08-28-R1,春节外国人出入境人次 = 131.3万人次,国家移民管理局,2026年春节出入境数据,2026,https://news.cctv.cn/2026/02/24/ARTIQP9DHizJ9mFL20B1JO6s260224.shtml,国家移民管理局：2026春节外国人出入境131.3万人次,snapshots/国家移民管理局_春节外国人出入境人次.html,L1,入库L1,R1,否
2026 春节 免签,2026-08-28-R1,春节免签入境外国人 = 46万人次,国家移民管理局,2026年春节出入境数据,2026,https://finance.sina.com.cn/stock/wbstock/2026-02-24/doc-inhnxhnq3049752.shtml?froms=ggmp,国家移民管理局：2026春节免签入境外国人46万人次,snapshots/国家移民管理局_春节免签入境外国人.html,L1,入库L1,R1,否
2026 春节 华住 出租率,2026-08-28-R1,华住春节酒店入住高峰出租率 = 91%,华住集团,2026年春节酒店数据,2026,https://www.163.com/dy/article/KNOFSVR905118QUG.html,华住集团：2026春节年初四酒店出租率峰值91%,snapshots/华住集团_华住春节酒店入住高峰出租率.html,L1,入库L1,R1,否
2026 春节 飞猪 入境,2026-08-28-R1,飞猪春节入境游机票订单量增速 = 10倍,飞猪,飞猪2026年春节数据,2026,http://news.qq.com/rain/a/20260223A03UDC00,飞猪：2026春节入境游机票订单量同比增长近10倍,snapshots/飞猪_飞猪春节入境游机票订单量增速.html,L1,入库L1,R1,否
2026 春节 飞猪 年味,2026-08-28-R1,飞猪'中国年味'套餐订单量增速 = 180%,飞猪(人民日报转引),2026年春节平台数据,2026,http://paper.people.com.cn/zgcsb/pc/content/202603/02/content_30143049.html,人民日报/飞猪：2026春节'中国年味'套餐订单量+180%,snapshots/飞猪(人民日报转引)_飞猪'中国年味'套餐订单量增速.html,L1,入库L1,R1,否
2026 春节 携程 入境,2026-08-28-R1,携程赋能旅行社入境订单量增速 = 15倍,携程(人民日报转引),2026年春节平台数据,2026,http://paper.people.com.cn/zgcsb/pc/content/202603/02/content_30143049.html,人民日报/携程：2026春节旅行社入境订单量+15倍,snapshots/携程(人民日报转引)_携程赋能旅行社入境订单量增速.html,L1,入库L1,R1,否
2026 春节 多人 消费,2026-08-28-R1,春节多人旅游度假消费总额增速 = 79%,旅讯(平台数据),2026年春节消费数据,2026,https://www.163.com/dy/article/KNOFSVR905118QUG.html,旅讯：2026春节多人旅游度假消费总额+79%,snapshots/旅讯(平台数据)_春节多人旅游度假消费总额增速.html,L1,入库L1,R1,否
2026 春节 北京 演出,2026-08-28-R1,北京春节营业性演出场次 = 2190场,北京市文化和旅游局,北京市2026年春节文旅数据,2026,http://www.mct.gov.cn/wlbphone/wlbydd/xxfb/qglb/qg/202602/t20260225_964802.html,北京市文旅局：2026春节营业性演出2190场,snapshots/北京市文化和旅游局_北京春节营业性演出场次.html,L1,入库L1,R1,否
2026 春节 北京 演出票房,2026-08-28-R1,北京春节演出票房收入 = 6401.5万元,北京市文化和旅游局,北京市2026年春节文旅数据,2026,https://wap.chinanews.com/wap/detail/chs/zw/10575570.shtml,北京市文旅局：2026春节演出票房收入6401.5万元,未存-URLError,L1,入库L1-快照未存,R1,否
2026 春节 博物馆,2026-08-28-R1,春节全国博物馆接待观众 = 8951.12万人次,国家文物局,2026年春节博物馆数据,2026,https://m.gmw.cn/2026-03/05/content_1304366017.htm,国家文物局：2026春节全国博物馆接待8951.12万人次,snapshots/国家文物局_春节全国博物馆接待观众.html,L1,入库L1,R1,否
2026 春节 传统村落,2026-08-28-R1,春节传统村落接待游客 = 7300万人次,住房城乡建设部,2026年春节乡村旅游数据,2026,https://news.cctv.com/2026/02/24/ARTIwkzRQPIA2GpPYTzNATSQ260224.shtml,住建部：2026春节传统村落接待游客超7300万人次,snapshots/住房城乡建设部_春节传统村落接待游客.html,L1,入库L1,R1,否
2026 春节 四川 花费,2026-08-28-R1,四川春节旅游总花费 = 445.74亿元,四川省文化和旅游厅,四川省2026年春节文旅数据,2026,http://big5.cctv.com/gate/big5/news.cctv.com/2026/02/24/ARTISRsSTjXpPNjo50FXe3Sy260224.shtml,四川省文旅厅：2026春节旅游总花费445.74亿元(+13.35%),snapshots/四川省文化和旅游厅_四川春节旅游总花费.html,L1,入库L1,R1,否
2026 春节 黄山,2026-08-28-R1,黄山景区春节接待游客 = 22.1万人次,黄山景区,2026年春节景区数据,2026,https://pdf.dfcfw.com/pdf/H3_AP202602261820057305_1.pdf?1772116210000.pdf,黄山景区：2026春节接待游客22.1万人次(+10.5%),snapshots/黄山景区_黄山景区春节接待游客.html,L1,入库L1,R1,否
2026春节 酒店 入住率,R2,全国酒店平均入住率 = 51.4%,酒店之家/中成筑工,2026春节全国酒店行业大数据分析,2026-02,https://m.sohu.com/a/990257811_122639978/,2026年春节9天，全国平均入住率OCC 51.4%，同比+3.3pct，峰值初三/初四超85%,snapshots/酒店之家_2026春节酒店大数据.html,L1,入库L1,R2,是-共5条
2026春节 酒店 ADR,R2,全国酒店平均房价 = 293.1元,酒店之家/中成筑工,2026春节全国酒店行业大数据分析,2026-02,https://m.sohu.com/a/990257811_122639978/,全国平均房价ADR 293.1元，同比+10.1%,snapshots/酒店之家_2026春节酒店大数据.html,L1,入库L1,R2,是-共5条
2026春节 酒店 RevPAR,R2,全国酒店RevPAR = 150.1元,酒店之家/中成筑工,2026春节全国酒店行业大数据分析,2026-02,https://m.sohu.com/a/990257811_122639978/,平均每间可供出租客房收入RevPAR 150.1元，同比+17.6%,snapshots/酒店之家_2026春节酒店大数据.html,L1,入库L1,R2,是-共5条
2026春节 锦江酒店 接待人次,R2,锦江酒店中国区接待人次同比增速 = 43%,锦江酒店(中国区),2026春节经营数据,2026-02,https://m.jiemian.com/article/14089076.html,锦江酒店（中国区）接待人次同比增超43%，入住率同比增14%，创近三年新高,snapshots/锦江酒店_2026春节经营数据.html,L1,入库L1,R2,否
2026春节 民宿 入住率,R2,全国民宿入住率 = 55.91%,订单来了,2026年春节酒店民宿行业数据报告,2026-02,https://www.163.com/dy/article/KO9VBHRF0524BDFD.html,民宿春节入住率达55.91%，同比去年提升6.4个百分点,snapshots/订单来了_2026春节民宿报告.html,L1,入库L1,R2,否
2026春节 山东 景区 接待游客,R2,山东省200家重点监测景区接待游客 = 3053.3万人次,山东省文化和旅游厅,2026春节假期文旅数据,2026-02-24,http://www.ctnews.com.cn/dongtai/content/2026-02/24/content_184330.html,山东省重点监测的200家旅游景区共接待游客3053.3万人次，营业收入14.3亿元，日均分别增长9.9%和9.7%,snapshots/山东文旅厅_2026春节景区数据.html,L1,入库L1,R2,否
2026春节 武汉东湖 景区,R2,武汉东湖风景区接待游客 = 225.11万人次,武汉东湖风景区管委会,2026年春节假日文旅情况综述,2026-02-25,https://www.whdonghu.gov.cn/xwzx_6309/dhyw/202603/t20260305_2735877.shtml,东湖风景区累计接待游客225.11万人次，实现旅游综合收入7.37亿元，同比分别增长8.63%和8.1%,snapshots/武汉东湖_2026春节文旅综述.html,L1,入库L1,R2,否
2026春节 南岳衡山 景区,R2,南岳衡山5A景区接待游客 = 174.98万人次,南岳区文旅局,2026春节假期文旅数据,2026-02-25,http://hn.people.com.cn/n2/2026/0225/c356888-41508545.html,南岳全区共接待游客228.25万人次，同比增长26.57%；旅游总收入28.64亿元，同比增长45.18%。南岳衡山5A景区接待游客174.98万人次,snapshots/南岳衡山_2026春节数据.html,L1,入库L1,R2,否
2026春节 宏村 景区 接待,R2,黟县宏村景区接待游客 = 20.44万人次,黟县人民政府,2026年春节假期综述,2026-02-23,https://www.yixian.gov.cn/zwzx/jryx/9316071.html,宏村接待游客204439人次，同比增长12.2%，门票收入1437.1万元，同比增长19.62%；西递接待游客71504人次，同比增长37.47%,snapshots/黟县_2026春节假期综述.html,L1,入库L1,R2,否
2026春节 商务部 零售餐饮 销售额,R2,全国重点零售和餐饮企业日均销售额同比增速 = 5.7%,商务部,2026年春节假期消费市场数据,2026-02-24,https://www.gov.cn/lianbo/202602/content_7059051.htm,全国重点零售和餐饮企业日均销售额较2025年春节假期增长5.7%，增速加快1.6个百分点,snapshots/商务部_2026春节消费数据.html,L1,入库L1,R2,是-共2条
2026春节 步行街 商圈 客流量,R2,全国78个步行街商圈客流量同比增速 = 6.7%,商务部,2026年春节假期消费市场数据,2026-02-24,https://www.gov.cn/lianbo/202602/content_7059051.htm,商务部重点监测的78个步行街（商圈）客流量、营业额较去年春节假期分别增长6.7%和7.5%,snapshots/商务部_2026春节消费数据.html,L1,入库L1,R2,是-共2条
2026春节 以旧换新 销售额,R2,消费品以旧换新带动销售额 = 2070.3亿元,商务部,2026年春节假期消费市场数据,2026-02-24,http://paper.people.com.cn/rmrb/pc/content/202603/02/content_30142977.html,截至2月23日，2026年消费品以旧换新惠及3112.7万人次，带动销售额2070.3亿元,snapshots/商务部_以旧换新春节数据.html,L1,入库L1,R2,否
2026春节 餐饮 消费 税务总局,R2,全国餐饮消费日均销售收入同比增速 = 31.2%,国家税务总局,2026春节增值税发票数据,2026-02-27,https://m.sohu.com/a/990546404_122639978/,国家税务总局增值税发票数据显示，春节假期全国餐饮消费日均销售收入同比增长31.2%，远超整体消费13.7%的增速,snapshots/税务总局_2026春节餐饮数据.html,L1,入库L1,R2,否
2026春节 海南 离岛免税 购物金额,R2,海南离岛免税购物金额 = 27.2亿元,海口海关,2026春节假期离岛免税购物数据,2026-02-25,https://dofcom.hainan.gov.cn/dofcom/xctp/202602/95b5698d03d24e6fbf52b0099b2b31f6.shtml,海口海关共监管离岛免税购物金额27.2亿元，较去年增长30.8%；销售件数199.7万件，同比增长21.9%；购物人数32.5万人次，同比增长35.4%,snapshots/海口海关_2026春节离岛免税.html,L1,入库L1,R2,否
2026春节 电影票房 国家电影局,R2,春节档电影总票房 = 57.52亿元,国家电影局,2026年春节档电影票房数据,2026-02-24,https://politics.gmw.cn/2026-02/27/content_38613851.htm,2026年春节档票房为57.52亿元，平均票价同比降低6%，观影人次为1.2亿，观影总场次达435万场，刷新中国影史春节档总场次纪录,snapshots/国家电影局_2026春节档票房.html,L1,入库L1,R2,否
2026春节 客单价 人均消费 推算,R2,春节旅游客单价 = 1348.13元,券商研报(中信建投),2026年春节假期数据点评,2026-02-25,http://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/825377597931/index.phtml,旅游客单价1348.13元，同比下降0.23%；国内出游总花费8034.83亿元,snapshots/中信建投_2026春节数据点评.html,L1,入库L1,R2,否
2026春节 日均花费 等效 推算,R2,春节日均旅游花费同比增速 = 5.0%,券商研报,26年春节假期消费数据点评,2026-03-04,http://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/825932761985/index.phtml,因为假期天数不同，计算日均数据看增速。2026年春节日均花费同比增长5%，日均出游人次同比增长13.6%,snapshots/券商_2026春节消费数据点评.html,L1,入库L1,R2,否
