检索关键词,检索时间,标题,来源机构,报告/资料名,发布时间,URL,内容摘要,快照路径,层(layer),状态,观测批次,同源复用
2026暑期 酒店 RevPAR,R2,暑期前两周全国酒店RevPAR = 130.7元,国金证券,2026暑期酒店市场监测,2026-08,https://m.sohu.com/a/1068293932_122978647/,RevPAR仅130.7元，同比下跌5.9%,snapshots/国金证券_2026暑期酒店监测.html,L1,入库L1,R2,是-共3条
2026暑期 华住 入住率 财报,R2,华住中国二季度入住率 = 79.8%,华住集团,2026年二季度财报,2026-08,http://m.toutiao.com/group/7675570490894729728/,华住中国的入住率OCC自去年同期的81.0%下降至79.8%，已连续6个季度同比下滑；日均房价ADR为298元，同比增长2.8%,snapshots/华住集团_2026Q2财报.html,L1,入库L1,R2,否
2026暑期 万岁山 景区 接待游客,R2,万岁山武侠城上半年接待游客 = 1446.7万人次,万岁山武侠城,2026上半年景区运营数据,2026-08,https://www.jiemian.com/article/14935728.html,万岁山武侠城以1446.7万人次（+41.3%）、9.4亿元营收（+55.6%）领跑，沉浸式演艺内容拉动效应显著,snapshots/界面新闻_2026暑期景区报告.html,L1,入库L1,R2,是-共2条
2026暑期 长白山 景区 接待,R2,长白山景区上半年接待游客 = 123.56万人次,长白山管委会,2026上半年景区运营数据,2026-08,https://www.jiemian.com/article/14935728.html,长白山123.56万人次，同比+19.1%；云冈石窟214.44万人次,snapshots/界面新闻_2026暑期景区报告.html,L1,入库L1,R2,是-共2条
2026暑期 茶卡盐湖 景区 游客,R2,茶卡盐湖景区年度游客突破100万人次 = 100万人次,茶卡盐湖景区,2026年度游客接待数据,2026-07-24,http://qh.people.com.cn/n2/2026/0724/c181467-41648475.html,7月22日茶卡盐湖景区2026年度游客接待量突破100万人次，已全面进入暑期旺季，日均接待游客稳定突破2万人次,snapshots/茶卡盐湖_2026暑期游客数据.html,L1,入库L1,R2,否
2026暑期 文旅消费季 消费券 文旅部,R2,暑期文旅消费季发放消费券金额 = 4.5亿元,文化和旅游部,2026年全国暑期文化和旅游消费季,2026-07-16,https://news.gmw.cn/2026-07/16/content_38888302.htm,2026年全国暑期文化和旅游消费季正式启动，各地将举办超3万场次文旅消费活动，发放超4.5亿元消费券等消费补贴,snapshots/文旅部_2026暑期消费季.html,L1,入库L1,R2,是-共2条
2026暑期 支付宝 支付 补贴,R2,支付宝暑期文旅补贴投入金额 = 3亿元,支付宝,2026暑期文旅消费季补贴活动,2026-07-20,http://www.mct.gov.cn/wlbphone/wlbydd/xxfb/gzxx/202607/t20260720_966599.html,支付宝推出专项补贴活动，预计投入3亿元发放优惠券等补贴，为暑期游客发放专属文旅优惠券包，落地超1000场即碰即用促消费活动,snapshots/支付宝_2026暑期文旅补贴.html,L1,入库L1,R2,否
2026暑期 上半年 出游人次 文旅部,R2,上半年国内居民出游人次 = 34.63亿人次,文化和旅游部,2026年上半年国内旅游数据,2026-08,http://m.toutiao.com/group/7673403875956638244/,2026年上半年国内居民出游人次34.63亿，比上年同期增加1.78亿，同比增长5.4%；上半年国内居民出游总花费3.21万亿元，同比增长2.0%,snapshots/文旅部_2026上半年旅游数据.html,L1,入库L1,R2,是-共2条
2026暑期 上半年 旅游花费 文旅部,R2,上半年国内居民出游总花费 = 3.21万亿元,文化和旅游部,2026年上半年国内旅游数据,2026-08,http://m.toutiao.com/group/7673403875956638244/,上半年国内居民出游总花费3.21万亿元，比上年增加0.06万亿元，同比增长2.0%,snapshots/文旅部_2026上半年旅游数据.html,L1,入库L1,R2,是-共2条
2026暑期 出游人次 测算 OTA,R2,暑期国内出游总人次(OTA合并测算) = 11.2亿人次,OTA平台合并测算,2026暑期旅游消费盘点,2026-08-31,http://m.toutiao.com/group/7680072318172856867/,据国内多家OTA平台合并测算，2026年暑期国内出游总人次达11.2亿，暑期旅游消费有望突破1万亿元,snapshots/OTA_2026暑期消费盘点.html,L1,入库L1,R2,是-共2条
2026暑期 旅游消费 测算 万亿元,R2,暑期旅游消费总额(OTA合并测算) = 1.0万亿元,OTA平台合并测算,2026暑期旅游消费盘点,2026-08-31,http://m.toutiao.com/group/7680072318172856867/,暑期旅游消费有望突破1万亿元，奔县游、消夏避暑游、深度文化游等多元赛道点亮夏日经济,snapshots/OTA_2026暑期消费盘点.html,L1,入库L1,R2,是-共2条
2026暑期 张家界 入境游 携程,R2,张家界暑期欧洲入境游门票订单同比增速 = 93.69%,携程,2026暑期入境游数据,2026-07-23,https://m.voc.com.cn/xhn/news/202607/33248870.html,截至7月21日，2026年暑期张家界欧洲入境游门票订单同比上涨93.69%，民宿订单量上涨66.67%，张家界成为西欧游客中国游第二大目的地,snapshots/携程_2026暑期张家界入境游.html,L1,入库L1,R2,否
2026暑期 暑运 铁路 客运量,R2,2026暑运全国铁路预计发送旅客 = 10.1亿人次,国铁集团,2026年暑运数据,2026-08-31,http://news.cnr.cn/dj/20260831/t20260831_527799855.shtml,2026年暑运收官，全国铁路预计发送旅客10.1亿人次，日均1629万人次,snapshots/国铁集团_2026暑运数据.html,L1,入库L1,R2,否
2026暑期 奔县游 安吉 县域,R2,2026暑期奔县游异军突起，同程旅行报告显示湖州安吉县位列暑期奔县游热门目的地Top1，县域旅游成为千万游客向往之地，折射中国城乡发展格局深刻变迁,同程旅行,,,http://m.toutiao.com/group/7679996403573162550/,同程旅行最新报告显示湖州安吉县位列2026暑期奔县游热门目的地Top1，奔县游成为暑期旅游市场令人瞩目的现象,snapshots/同程旅行_2026暑期奔县游.html,L2,入库L2,R2,否
2026暑期 县域酒店 抚松 支付均价,R2,暑期部分县域旅游吸金能力赶超北上广深，吉林抚松酒店支付均价达679元超过一线城市；80后成为县城游最舍得花钱群体，暑假预订县城酒店民宿平均支付价格达526元,携程/美团,,,https://finance.sina.com.cn/stock/wbstock/2026-08-24/doc-inipkzxu6100632.shtml.md,头部5A级景区长白山所在地吉林抚松，酒店数量不到一线城市的十分之一，暑假酒店支付均价达到679元，已经超过北上广深；80后暑假预订县城酒店民宿平均支付价格达526元,snapshots/携程_2026暑期县域酒店消费.html,L2,入库L2,R2,否
2026暑期 宝藏小城 贵州 携程榜单,R2,携程发布2026年度暑期宝藏小城TOP10，贵州占4席；长线游订单占比升至32%，跨省出行占比突破55%，西藏、内蒙古、贵州以两位数增速领跑省域增长,携程,,,https://m.sohu.com/a/1069538875_121106902/,携程数据显示今年暑期长线游订单占比升至32%，跨省出行占比突破55%，西藏、内蒙古、贵州以两位数增速领跑，暑期宝藏小城TOP10贵州占4席,snapshots/携程_2026暑期宝藏小城榜单.html,L2,入库L2,R2,否
2026暑期 酒店 理性房价 价格战,R2,2026暑期酒店业告别普涨红利，高入住率与理性房价并存，热门演出城市、避暑目的地和特色民宿依旧火爆，但更多普通酒店在价格竞争中寻找增量，行业整体供给大于需求,中国经营报,,,https://cj.sina.cn/article/norm_detail?froms=ttmp&url=https%3A%2F%2Ffinance.sina.com.cn%2Fjjxw%2F2026-08-08%2Fdoc-inimqyir6417102.shtml%3Ffinpagefr=ttzz,暑期酒店业告别普涨红利，热门演出城市、避暑目的地和特色民宿依旧火爆，但更多普通酒店仍在价格竞争中寻找增量，行业整体供给大于需求,snapshots/中国经营报_2026暑期酒店业.html,L2,入库L2,R2,否
2026暑期 消费季 政策 消费券,R2,2026年全国暑期文化和旅游消费季启动，各地围绕消夏避暑、滨海度假、夜间经济、亲子游乐、研学旅行等热点需求增加优质供给，举办超3万场次活动，发放超4.5亿元消费券,文化和旅游部,,,https://news.gmw.cn/2026-07/16/content_38888302.htm,2026年全国暑期文化和旅游消费季正式启动，各地将围绕消夏避暑、滨海度假、夜间经济、游轮游艇、亲子游乐、研学旅行等热点需求，举办超3万场次文旅消费活动,snapshots/文旅部_2026暑期消费季.html,L2,入库L2,R2,是-共2条
