检索关键词,检索时间,标题,来源机构,报告/资料名,发布时间,URL,内容摘要,快照路径,层(layer),状态,观测批次,同源复用
2023 十一 北京 消费,2026-08-28-R1,北京重点监测企业销售额 = 92.7亿元,北京市商务局,北京市商务局2023年中秋国庆假期数据,2023,http://www.ce.cn/cysc/sp/bwzg/202310/08/t20231008_38739664.shtml,北京商务局：双节重点监测百货、餐饮等企业实现销售额92.7亿元，同比+21.8%，较2019年+14.6%,snapshots/北京市商务局_北京重点监测企业销售额.html,L1,入库L1,R1,否
2023 十一 出入境,2026-08-28-R1,出入境人员 = 1181.8万人次,国家移民管理局,国家移民管理局2023年中秋国庆假期数据,2023,https://www.nia.gov.cn/n741440/n741567/c1601981/content.html,国家移民管理局：中秋国庆查验出入境人员1181.8万人次，日均147.7万，+约2.9倍，为2019年85.1%,snapshots/国家移民管理局_出入境人员.html,L1,入库L1,R1,否
2023 十一 出入境 预计,2026-08-28-R1,日均出入境旅客(预计) = 158万人次,国家移民管理局,国家移民管理局2023年中秋国庆假期数据,2023,https://www.nia.gov.cn/n741440/n741542/c1600875/content.html,移民局预计：中秋国庆日均出入境旅客158万人次，较去年+约3倍，为2019年90%,snapshots/国家移民管理局_日均出入境旅客(预计).html,L1,入库L1,R1,否
2023 十一 河南,2026-08-28-R1,河南接待游客 = 8480.1万人次,河南省文化和旅游厅,河南省文化和旅游厅2023年中秋国庆假期数据,2023,https://hct.henan.gov.cn/2023/10-09/2827283.html,河南中秋国庆接待游客8480.1万人次居全国首位，旅游收入587.6亿元，均创新高,snapshots/河南省文化和旅游厅_河南接待游客.html,L1,入库L1,R1,否
2023 十一 江苏,2026-08-28-R1,江苏接待游客 = 7118.48万人次,江苏省文化和旅游厅,江苏省文化和旅游厅2023年中秋国庆假期数据,2023,http://m.toutiao.com/group/7287917682983911976/,江苏接待游客7118.48万人次，旅游收入907.59亿元居全国第一,snapshots/江苏省文化和旅游厅_江苏接待游客.html,L1,入库L1,R1,否
2023 十一 广东,2026-08-28-R1,广东接待游客 = 6386.2万人次,广东省文化和旅游厅,广东省文化和旅游厅2023年中秋国庆假期数据,2023,http://m.toutiao.com/group/7287917682983911976/,广东中秋国庆接待游客6386.2万人次，位列全国前三,snapshots/广东省文化和旅游厅_广东接待游客.html,L1,入库L1,R1,否
2023 十一 浙江,2026-08-28-R1,浙江接待游客 = 4372.4万人次,浙江省文化和旅游厅,浙江省文化和旅游厅2023年中秋国庆假期数据,2023,http://m.chinanews.com/wap/detail/cht/zw/ft10090058.shtml,浙江中秋国庆接待游客4372.4万人次，实现旅游收入486.4亿元，人均消费1113元,snapshots/浙江省文化和旅游厅_浙江接待游客.html,L1,入库L1,R1,否
2023 十一 杭州 亚运,2026-08-28-R1,杭州接待游客 = 1300.87万人次,杭州市文化广电旅游局,杭州市文化广电旅游局2023年中秋国庆假期数据,2023,https://wgly.hangzhou.gov.cn/art/2023/10/7/art_1692916_58950109.html,杭州中秋国庆各景区接待游客1300.87万人次，同比+34.37%，亚运效应拉动明显,snapshots/杭州市文化广电旅游局_杭州接待游客.html,L1,入库L1,R1,否
2023 十一 携程 出境,2026-08-28-R1,携程出境游订单增速 = 8倍,携程,携程2023年中秋国庆假期数据,2023,http://www.chinanews.com.cn/m/cj/2023/10-06/10089831.shtml,携程：十一期间出境游订单同比增长超8倍。平台自身口径,snapshots/携程_携程出境游订单增速.html,L1,入库L1,R1,否
2023 十一 飞猪,2026-08-28-R1,飞猪国内游产品预订量增速 = 6倍,飞猪,飞猪2023国庆假期出游风向标,2023,https://www.thecover.cn/news/xYUAzYOWU4SH90qSdq8Jkw==,飞猪：国庆国内游产品预订量同比去年+近6倍，出境游+超20倍。平台自身口径,snapshots/飞猪_飞猪国内游产品预订量增速.html,L1,入库L1,R1,否
2023 十一 美团,2026-08-28-R1,美团服务零售日均消费规模较2019增速 = 153%,美团,美团2023年中秋国庆假期数据,2023,https://www.stcn.com/article/detail/997591.html?u_atoken=11ea240de84c489fc432456fa7ee1fcc&u_asig=bbbf3,美团：'十一'黄金周全国服务零售日均消费规模较2019年+153%。平台自身口径,snapshots/美团_美团服务零售日均消费规模较201.html,L1,入库L1,R1,否
2023 十一 同程 出境,2026-08-28-R1,同程出境游酒店机票预订恢复度 = 100%,同程旅行,同程旅行2023年中秋国庆假期数据,2023,https://view.inews.qq.com/a/20231006A07Q6400,同程：中秋国庆期间出境游酒店、机票预订量均超过疫情前同期水平。平台自身口径,snapshots/同程旅行_同程出境游酒店机票预订恢复度.html,L1,入库L1,R1,否
2023 十一 票房,2026-08-28-R1,国庆档电影票房 = 26亿元,国家电影局,2023国庆档票房数据,2023,https://www.gov.cn/yaowen/liebiao/202310/content_6907580.htm,2023国庆档总票房突破26亿元，《坚如磐石》票房领跑,snapshots/国家电影局_国庆档电影票房.html,L1,入库L1,R1,否
2023 十一 河南 景区,2026-08-28-R1,河南重点景区接待游客 = 45.07万人次,河南省文化和旅游厅,河南省文化和旅游厅2023年中秋国庆假期数据,2023,https://hct.henan.gov.cn/2023/10-09/2827283.html,河南前五景区清明上河园45.07万人次、银基43.21万、龙门石窟42.9万,snapshots/河南省文化和旅游厅_河南重点景区接待游客.html,L1,入库L1,R1,否
2023 十一 银联,2026-08-28-R1,银联网络住宿行业日均交易金额增速 = 44%,银联(引用),2023年中秋国庆消费数据,2023,https://www.gov.cn/yaowen/shipin/202310/content_6907659.htm,假期八天银联网络交易活跃，住宿行业日均交易金额同比+约44%，交通+20%,snapshots/银联(引用)_银联网络住宿行业日均交易金额增速.html,L1,入库L1,R1,否
2023 十一 亚运,2026-08-28-R1,杭州亚运会与中秋国庆'叠加效应'明显：杭州接待游客超1300万，浙江多项数据创新高,杭州市文广旅游局/浙江文旅厅,,,https://wgly.hangzhou.gov.cn/art/2023/10/7/art_1692916_58950109.html,'观赛+旅游'成为新热潮，亚运赛事带动杭州涉旅消费193.289亿元较2019年+16%,snapshots/杭州市文广旅游局_浙江文_杭州亚运会与中秋国庆'叠加效应'.html,L2,入库L2,R1,否
2023 十一 出境游,2026-08-28-R1,出境游迎重要复苏节点：出境游订单大增，港澳泰韩等成热门目的地,同程/携程,,,https://view.inews.qq.com/a/20231006A07Q6400,最热门出境目的地为中国澳门、香港、泰国、韩国、日本等，长线出境游热度快速增长,snapshots/同程_携程_出境游迎重要复苏节点：出境游订单.html,L2,入库L2,R1,否
2023 十一 消费,2026-08-28-R1,'超级黄金周'消费活力释放：步行街客流+94.7%，重点商圈客流+164%,商务部,,,https://www.gov.cn/yaowen/liebiao/202310/content_6907580.htm,各地商圈举办花灯巡游、节日市集等活动，激发消费活力,snapshots/商务部_'超级黄金周'消费活力释放：步行.html,L2,入库L2,R1,否
2023 十一 演出,2026-08-28-R1,营业性演出收入较2019年同期增8成，表现强于电影票房,中国演出行业协会,,,https://file.iyanbao.com/pdf/8c935-054ec0ea-38bc-41c8-a06a-eafee0604f88.pdf,假期营业性演出市场火热，观演+旅游拉动效果显著,snapshots/中国演出行业协会_营业性演出收入较2019年同期增.html,L2,入库L2,R1,否
2023 十一 免签,2026-08-28-R1,泰国对中国游客实施5个月免签、8月第三批出境游名单扩容至138国，助推出境游,去哪儿/文旅部,,,http://www.ce.cn/culture/gd/202309/17/t20230917_38718270.shtml,泰国免签政策发布后平台泰国机票搜索量+超七成，出境游国家增至138个,snapshots/去哪儿_文旅部_泰国对中国游客实施5个月免签、8.html,L2,入库L2,R1,否
2023 十一 演出,2026-08-28-R1,全国营业性演出票房收入 = 20.05亿元,中国演出行业协会,中国演出行业协会中秋国庆演出市场数据,2023,https://news.cctv.com/2023/10/07/ARTIkfmQcqzOR5YobkhzbxrI231007.shtml,中演协：十一假期全国营业性演出4.42万场，票房20.05亿元(+322.14%)，观众1180.35万人次,snapshots/中国演出行业协会_全国营业性演出票房收入.html,L1,入库L1,R1,否
2023 十一 亚朵,2026-08-28-R1,亚朵中秋国庆RevPAR恢复度(2019=100) = 123%,亚朵集团,亚朵集团2023年中秋国庆假期数据,2023,https://cs.com.cn/ssgs/gsxw/202311/t20231117_6376465.html,亚朵：中秋国庆假期ADR/OCC较2019分别+14.6%/+7.2%，RevPAR恢复至2019年123%。企业自身口径,snapshots/亚朵集团_亚朵中秋国庆RevPAR恢复度(.html,L1,入库L1,R1,否
2023 十一 湖南,2026-08-28-R1,湖南接待游客 = 3068.2万人次,湖南省文化和旅游厅,湖南省文化和旅游厅2023年中秋国庆假期数据,2023,https://whhlyt.hunan.gov.cn/news/wlyw/202310/t20231007_31534970.html,湖南中秋国庆接待游客3068.2万人次(+82.87%)，旅游综合收入317.5亿元(+78.65%),未存-URLError,L1,入库L1-快照未存,R1,否
2023 十一 北京,2026-08-28-R1,北京接待游客 = 1187.9万人次,北京市文化和旅游局,北京市文化和旅游局2023年中秋国庆假期数据,2023,http://www.news.cn/local/2023-10/07/c_1129902389.htm,北京中秋国庆接待游客1187.9万人次(+48.9%)，旅游总收入155.7亿元(+108.2%)，人均花费1310.6元,snapshots/北京市文化和旅游局_北京接待游客.html,L1,入库L1,R1,否
2023 十一 广东 收入,2026-08-28-R1,广东旅游收入 = 571.6亿元,广东省文化和旅游厅,广东省文化和旅游厅2023年中秋国庆假期数据,2023,https://whly.gd.gov.cn/open_newsjfb/sjs/content/mpost_4261895.html,广东中秋国庆接待游客6386.2万人次(+44.7%)，旅游总收入571.6亿元(+148.7%),snapshots/广东省文化和旅游厅_广东旅游收入.html,L1,入库L1,R1,否
2023 十一 四川,2026-08-28-R1,四川接待游客 = 5691.02万人次,四川省文化和旅游厅,四川省文化和旅游厅2023年中秋国庆假期数据,2023,https://www.sc.gov.cn/10462/10464/10797/2023/10/7/574a3f36ad5546bb88d958664c8e275b.shtml,四川中秋国庆接待游客5691.02万人次(+79.45%)，旅游消费总额361.53亿元(+116.06%),snapshots/四川省文化和旅游厅_四川接待游客.html,L1,入库L1,R1,否
2023 十一 阿坝,2026-08-28-R1,阿坝州接待游客 = 272.21万人次,阿坝州文化体育和旅游局,阿坝州文化体育和旅游局2023年中秋国庆假期数据,2023,https://wlt.sc.gov.cn/scwlt/hydt/2023/10/9/e9728e1d3f9d4e38928e1a8312ffd032.shtml,阿坝州中秋国庆接待游客272.21万人次(+187.12%)，旅游总收入22.09亿元(+222.24%),snapshots/阿坝州文化体育和旅游局_阿坝州接待游客.html,L1,入库L1,R1,否
2023 十一 携程,2026-08-28-R1,携程十一期间国内旅游订单较2019增速 = 3倍,携程,携程2023年中秋国庆假期数据,2023,https://news.cctv.com/2023/10/07/ARTIBw8tx3qXwAeeOFmq8Wre231007.shtml,携程：十一期间国内旅游订单量同比增长超3倍。平台自身口径,snapshots/携程_携程十一期间国内旅游订单较201.html,L1,入库L1,R1,否
2023 十一 酒店价格,2026-08-28-R1,十一酒店价格普遍上涨，经济型不再'经济'：华住ADR 305元/晚(+39.8%，较2019+28.9%),华住集团,,,https://www.globalpeople.com.cn/channel/61/91665.html,十一假期酒店价格普遍涨2至3倍，华住ADR 305元/晚同比+39.8%，较2019年+28.9%,未存-HTTPError,L2,入库L2-快照未存,R1,否
2023 十一 中金,2026-08-28-R1,飞猪国际机票预订人次(中金转引) = 峰值定性,中金公司,中金：一文读懂中秋国庆假期数据,2023,https://finance.sina.cn/stock/ggyj/2023-10-09/detail-imzqnhxt5030551.d.html,中金研报：飞猪数据显示'十一'期间国际机票预订人次创年内峰值,snapshots/中金公司_飞猪国际机票预订人次(中金转引).html,L1,入库L1,R1,否
2023 十一 湖北,2026-08-28-R1,湖北十一接待游客 = 8267.4万人次,湖北省文化和旅游厅,湖北省2023年十一文旅数据,2023,http://www.mct.gov.cn/gtb/index.jsp?url=http%3A%2F%2Fwww.mct.gov.cn%2Fwhzx%2Fqgwhxxlb%2Fhb_7730%2F202310%2Ft20231009_949008.htm,湖北文旅厅：2023十一接待游客8267.4万人次(+65%),snapshots/湖北省文化和旅游厅_湖北十一接待游客.html,L1,入库L1,R1,否
2023 十一 湖北 收入,2026-08-28-R1,湖北十一旅游收入 = 629.5亿元,湖北省文化和旅游厅,湖北省2023年十一文旅数据,2023,http://www.mct.gov.cn/gtb/index.jsp?url=http%3A%2F%2Fwww.mct.gov.cn%2Fwhzx%2Fqgwhxxlb%2Fhb_7730%2F202310%2Ft20231009_949008.htm,湖北文旅厅：2023十一旅游收入629.5亿元(+130.4%),snapshots/湖北省文化和旅游厅_湖北十一旅游收入.html,L1,入库L1,R1,否
2023 十一 云南,2026-08-28-R1,云南十一接待游客 = 4507.7万人次,云南省文化和旅游厅,云南省2023年十一文旅数据,2023,https://dct.yn.gov.cn/html/2310/10_31710.shtml,云南文旅厅：2023十一接待游客4507.7万人次,snapshots/云南省文化和旅游厅_云南十一接待游客.html,L1,入库L1,R1,否
2023 十一 云南 收入,2026-08-28-R1,云南十一旅游收入 = 455.3亿元,云南省文化和旅游厅,云南省2023年十一文旅数据,2023,https://dct.yn.gov.cn/html/2310/10_31710.shtml,云南文旅厅：2023十一旅游收入455.3亿元,snapshots/云南省文化和旅游厅_云南十一旅游收入.html,L1,入库L1,R1,否
2023 十一 四川 消费,2026-08-28-R1,四川十一旅游消费总额 = 361.53亿元,四川省文化和旅游厅,四川省2023年十一文旅数据,2023,https://www.mct.gov.cn/whzx/qgwhxxlb/sc/202310/t20231009_949007.htm,四川文旅厅：2023十一旅游消费总额361.53亿元,snapshots/四川省文化和旅游厅_四川十一旅游消费总额.html,L1,入库L1,R1,否
2023 十一 四川 景区,2026-08-28-R1,四川A级景区十一接待游客 = 3759.58万人次,四川省文化和旅游厅,四川省2023年十一文旅数据,2023,https://www.sc.gov.cn/10462/10464/10797/2023/10/7/574a3f36ad5546bb88d958664c8e275b.shtml,四川文旅厅：2023十一A级景区接待3759.58万人次,snapshots/四川省文化和旅游厅_四川A级景区十一接待游客.html,L1,入库L1,R1,否
2023 十一 昆明,2026-08-28-R1,昆明十一接待游客 = 1283.75万人次,昆明市文化和旅游局,昆明市2023年十一文旅数据,2023,https://www.km.gov.cn/c/2023-10-08/4781668.shtml,昆明市文旅局：2023十一接待游客1283.75万人次(+221.55%),snapshots/昆明市文化和旅游局_昆明十一接待游客.html,L1,入库L1,R1,否
2023 十一 昆明 收入,2026-08-28-R1,昆明十一旅游综合收入 = 137.81亿元,昆明市文化和旅游局,昆明市2023年十一文旅数据,2023,https://www.km.gov.cn/c/2023-10-08/4781668.shtml,昆明市文旅局：2023十一旅游综合收入137.81亿元(+350.95%),snapshots/昆明市文化和旅游局_昆明十一旅游综合收入.html,L1,入库L1,R1,否
2023 十一 荆州,2026-08-28-R1,荆州十一接待游客 = 544.42万人次,荆州市文化和旅游局,荆州市2023年十一文旅数据,2023,http://zjwlj.zwgk.jingzhou.gov.cn/35987/202310/t20231007/398573.shtml,荆州市文旅局：2023十一接待游客544.42万人次(+49.44%),snapshots/荆州市文化和旅游局_荆州十一接待游客.html,L1,入库L1,R1,否
2023 十一 荆州 收入,2026-08-28-R1,荆州十一旅游总收入 = 39.76亿元,荆州市文化和旅游局,荆州市2023年十一文旅数据,2023,http://zjwlj.zwgk.jingzhou.gov.cn/35987/202310/t20231007/398573.shtml,荆州市文旅局：2023十一旅游总收入39.76亿元(+62.95%),snapshots/荆州市文化和旅游局_荆州十一旅游总收入.html,L1,入库L1,R1,否
2023 十一 江苏 收入,2026-08-28-R1,江苏十一旅游收入 = 907.59亿元,江苏省文化和旅游厅,江苏省2023年十一文旅数据,2023,https://www.ctg.cn/article/17476,江苏文旅厅：2023十一旅游收入907.59亿元,snapshots/江苏省文化和旅游厅_江苏十一旅游收入.html,L1,入库L1,R1,否
2023 十一 海南 人均,2026-08-28-R1,海南十一游客人均消费 = 1520元/人次,中国旅游集团(解读),2023年十一主要旅游数据解读,2023,https://www.ctg.cn/article/17476,中国旅游集团：2023十一海南人均消费1520元居首,snapshots/中国旅游集团(解读)_海南十一游客人均消费.html,L1,入库L1,R1,否
2023 十一 观影,2026-08-28-R1,国庆档观影人次 = 6510万人次,国家电影局,2023年国庆档电影数据,2023,https://www.chinafilm.gov.cn/xwzx/gzdt/202310/t20231008_773166.html,国家电影局：2023国庆档观影人次6510万,snapshots/国家电影局_国庆档观影人次.html,L1,入库L1,R1,否
2023 十一 场次,2026-08-28-R1,国庆档放映场次 = 353万场,国家电影局,2023年国庆档电影数据,2023,https://news.cctv.com/2023/10/07/ARTInqnt48AU45DKTDv4HWpw231007.shtml?spm=C94212.P4YnMod9m2uD.ENPMkWvfnaiV.37,国家电影局：2023国庆档放映场次超353万场,snapshots/国家电影局_国庆档放映场次.html,L1,入库L1,R1,否
2023 十一 北京 收入,2026-08-28-R1,北京十一旅游总收入 = 155.7亿元,北京市文化和旅游局,北京市2023年十一文旅数据,2023,https://whlyj.beijing.gov.cn/zwgk/xwzx/gzdt/202310/t20231007_3270477.html,北京市文旅局：2023十一旅游总收入155.7亿元(+108.2%),snapshots/北京市文化和旅游局_北京十一旅游总收入.html,L1,入库L1,R1,否
2023 十一 北京 演出,2026-08-28-R1,北京十一演出票房总收入 = 0.9亿元,北京市文化和旅游局,北京市2023年十一文旅数据,2023,https://whlyj.beijing.gov.cn/zwgk/xwzx/gzdt/202310/t20231007_3270477.html,北京市文旅局：2023十一演出票房总收入9000万元,snapshots/北京市文化和旅游局_北京十一演出票房总收入.html,L1,入库L1,R1,否
2023 十一 湖北 景区,2026-08-28-R1,湖北A级景区十一接待游客 = 1745.48万人次,湖北省文化和旅游厅,湖北省2023年十一文旅数据,2023,https://www.iyiou.com/news/202310071053326,湖北文旅厅：2023十一A级景区接待1745.48万人次,未存-HTTP 202,L1,入库L1-快照未存,R1,否
2023 十一 北京 景区,2026-08-28-R1,北京重点景区前三日累计接待游客 = 682.5万人次,北京市文化和旅游局,北京市2023年十一文旅数据,2023,https://news.cctv.com/2023/10/02/ARTISioHsVcqwm6DOmH3Sp1a231002.shtml,北京市文旅局：2023十一前三日重点景区接待682.5万人次,snapshots/北京市文化和旅游局_北京重点景区前三日累计接待游客.html,L1,入库L1,R1,否
2023 十一 湖北 酒店,2026-08-28-R1,湖北星级饭店平均出租率 = 71.22%,湖北省文化和旅游厅,湖北省2023年十一文旅数据,2023,https://www.iyiou.com/news/202310071053326,湖北文旅厅：2023十一星级饭店平均出租率71.22%,未存-HTTP 202,L1,入库L1-快照未存,R1,否
2023国庆 银联 支付 境外POS,2026-08-31-R2,银联卡境外POS日均交易额同比增幅 = 130%,银联国际,十一黄金周跨境支付数据,2023-10-09,https://www.cls.cn/detail/1479254,"银联国际数据显示,十一前7天境内游客使用银联卡在境外商户POS终端日均交易金额较去年同期增超1.3倍",snapshots/财联社_黄金周跨境支付火热.html,L1,入库L1,R2,是-共3条
2023国庆 支付宝 出境 人均消费,2026-08-31-R2,出境游人均消费恢复度(较2019) = 105%,支付宝,国庆出境游服务数据,2023-10-07,https://www.cls.cn/detail/1479254,"支付宝数据显示,国人整体出境游交易人数已恢复至2019年同期近8成,人均消费金额微涨至2019年的105%",snapshots/财联社_黄金周跨境支付火热.html,L1,入库L1,R2,是-共3条
2023国庆 酒店 RevPAR 锦江,2026-08-31-R2,酒店整体RevPAR同比增幅 = 100%,锦江酒店(中国区),中秋国庆酒店经营数据,2023-10-08,https://m.cls.cn/detail/1479169,"今年中秋国庆黄金周前7天,锦江酒店(中国区)全国酒店整体RevPAR约为去年同期的2倍",未存-动态页,L1,入库L1-快照未存,R2,否
2023国庆 酒店 STR RevPAR ADR,2026-08-31-R2,酒店RevPAR指数(较2019) = 112指数,STR,2023国庆中国内地酒店经营报告,2023-11,https://www.time-weekly.com/post/306666,"国庆期间中国内地酒店平均房价指数达到116,RevPAR指数达到112,入住率指数为97,入住率最高达到83%",未存-网络不可达,L1,入库L1-快照未存,R2,否
2023国庆 人均消费 推算 客单价,2026-08-31-R2,人均旅游消费 = 912元/人次,文化产业评论(估算),2023国庆旅游数据估算,2023-10-10,https://news.qq.com/rain/a/20231010A09ITE00,"今年国庆假期全国游客人均消费约为912.14元,与疫前2019年同期830.83元相比达到110%,人均花费增加81.31元",未存-网络不可达,L1,入库L1-快照未存,R2,否
2023国庆 客单价 恢复度 2019,2026-08-31-R2,旅游客单价恢复度(较2019) = 98%,证券时报(引用机构数据),假日出游分析,2023-10-09,https://www.stcn.com/article/detail/997106.html,"旅游客单价恢复至2019年同期的98%,为疫后节假日旅游客单价的最高水平;假期日均出入境旅客达158万人次,恢复至2019年同期的80%",未存-网络不可达,L1,入库L1-快照未存,R2,否
2023国庆 夜间消费 集聚区 沉浸式,2026-08-31-R2,夜间文旅消费集聚区夜间客流量 = 1.12亿人次,中国联通(数据监测)/文化和旅游部,2023中秋国庆文旅市场情况,2023-10-06,http://www.mct.gov.cn/whzx/whyw/202310/t20231006_947726.htm,"243个国家级夜间文化和旅游消费集聚区夜间客流量1.12亿人次,平均每个集聚区每夜5.76万人次,较2022年国庆节假期增长68.7%",snapshots/文旅部_2023中秋国庆文旅市场情况.html,L1,入库L1,R2,是-共4条
2023国庆 四川 A级景区 接待游客,2026-08-31-R2,A级旅游景区接待游客人次 = 3759.58万人次,四川省文化和旅游厅,中秋国庆假期四川文旅数据,2023-10-09,http://www.mct.gov.cn/whzx/qgwhxxlb/sc/202310/t20231009_949007.htm,"纳入统计的857家A级旅游景区累计接待游客3759.58万人次,实现门票收入4.43亿元,按可比口径较2019年分别增长18.6%和17.59%",未存-网络不可达,L1,入库L1-快照未存,R2,否
2023国庆 商务部 零售 餐饮 销售额,2026-08-31-R2,重点监测零售和餐饮企业销售额同比增幅 = 9%,商务部,中秋国庆假期消费市场监测,2023-10-08,https://www.gov.cn/yaowen/liebiao/202310/content_6907680.htm,"商务部商务大数据监测,假期前七天全国重点监测零售和餐饮企业销售额同比增长9%;全国示范步行街客流量同比增长94.7%",未存-网络不可达,L1,入库L1-快照未存,R2,否
2023国庆 商务部 餐饮 销售额,2026-08-31-R2,重点监测餐饮企业销售额同比增幅 = 20%,商务部,中秋国庆假期餐饮消费数据,2023-10-09,https://news.cctv.com/2023/10/09/ARTIXNXbw39H6RGFu3uWOqox231009.shtml,"商务部重点监测餐饮企业销售额同比增长近两成,重庆、杭州、武汉同比分别增长30.3%、19.3%和16.3%",未存-网络不可达,L1,入库L1-快照未存,R2,否
2023国庆 河南 接待游客 文旅厅,2026-08-31-R2,接待游客人次 = 8480.1万人次,河南省文化和旅游厅,中秋国庆假期河南文旅数据,2023-10-08,https://www.thepaper.cn/newsDetail_forward_24855713,"河南接待游客量居首位,达8480.1万人次,旅游收入587.6亿元,均创新高",未存-网络不可达,L1,入库L1-快照未存,R2,否
2023国庆 携程 出境游 订单,2026-08-31-R2,出境游订单量同比增幅 = 800%,携程,2023国庆出境游数据,2023-10-09,https://www.cls.cn/detail/1479254,"携程数据显示,十一期间出境游订单同比增长超8倍",snapshots/财联社_黄金周跨境支付火热.html,L1,入库L1,R2,是-共3条
2023国庆 出入境 移民管理局 日均,2026-08-31-R2,日均出入境旅客人次 = 158万人次,国家移民管理局,中秋国庆假期出入境数据,2023-10-09,https://www.stcn.com/article/detail/997106.html,"假期日均出入境旅客达158万人次,恢复至2019年同期的80%,高于端午的63%",未存-网络不可达,L1,入库L1-快照未存,R2,否
2023国庆 北京 人均花费 文旅局,2026-08-31-R2,游客人均花费 = 1310.6元/人次,北京市文化和旅游局,中秋国庆假期北京文旅数据,2023-10-09,http://m.toutiao.com/group/7287857551398404667/,"游客在北京人均花费1310.6元,同比增长39.9%,比2019年增长8.0%",未存-网络不可达,L1,入库L1-快照未存,R2,否
